peak,bg,p999,core_px,warm_px,core_energy,tail_px,core_rows,core_cols,asym,core_aspect,x_mm,peak_rm,peak_rs,bg_rm,bg_rs,p999_rm,p999_rs,core_px_rm,core_px_rs,warm_px_rm,warm_px_rs,core_energy_rm,core_energy_rs,tail_px_rm,tail_px_rs,core_rows_rm,core_rows_rs,core_cols_rm,core_cols_rs,asym_rm,asym_rs,core_aspect_rm,core_aspect_rs,track,sem_rough_h,sem_rough_v,sem_sd,sem_iqr,sem_dark_frac,sem_bright_frac,sem_level,sem_asym,sem_rough_h_rm,sem_rough_v_rm,sem_sd_rm,sem_iqr_rm,sem_dark_frac_rm,sem_bright_frac_rm,sem_level_rm,sem_asym_rm,width_mm,left_mm,right_mm,rise_mm,valid,centre_mm,edge_rough_L,edge_rough_R,waviness
2758.0,1153.0,2674.0010000000184,2561,6276,3022265.0,3715,56,58,9.841294240880975,1.0357142857142858,22.1,2750.4,33.91607288587521,1163.0,10.271319292087062,2678.4004000000073,34.121746735767786,2514.8,37.20483839502592,6075.4,153.1381729027743,2925083.4,75151.74586661317,3560.6,130.798700299353,56.4,0.547722557505166,57.8,0.44721359549995915,6.356562238394682,2.681344682131386,1.024874686716792,0.009895981326619173,8,0.20888491790528238,0.2534576650742582,0.9756812822658639,1.6256956766871782,0.16875312969454181,0.017597825309392662,-0.588017585184724,0.09896208724274544,0.2034996490957473,0.24526143380341944,0.8783300973134859,1.3662761538115646,0.12327372904421288,0.011758380594243337,-0.5222979727229019,0.07531361803808248,,,,,False,,0.3400427495259971,0.28253756202264513,0.3112901557743211
2794.0,1173.0,2730.0,2526,6037,2988533.0,3511,57,58,3.816390143326765,1.0175438596491229,22.3,2770.4,45.610305852953864,1164.4,12.401612798341972,2695.4004000000073,47.45860407028793,2510.2,37.35906851087155,6091.2,141.22216539906196,2949731.6,78133.7684730489,3581.0,112.38549728501437,56.6,0.547722557505166,58.0,0.0,7.686067217540824,3.2547118940488104,1.024812030075188,0.009952352235369614,8,0.2051967223603352,0.24801070780587015,0.8965171612033079,1.5046332326785585,0.12949899222574143,0.007126403685574431,-0.46695514117610437,0.06080953333523423,0.21387120870638374,0.25902237235634434,0.8877931643622151,1.3731940077549143,0.10892302137877126,0.01643238222101006,-0.383940893855908,0.088613860653787,0.16724399999999995,1.3937000000000002,1.560944,0.005593815896114851,True,1.477322,0.3042796952217921,0.25428741469447524,0.2792835549581337
2706.0,1153.0,2635.0,2505,6190,2853135.0,3685,56,58,8.605860261086237,1.0357142857142858,22.5,2771.0,45.54119014694277,1165.8,12.457929201917926,2699.6004000000075,47.013986220062996,2525.8,24.813302883735506,6126.8,104.66470274165988,2966005.6,67246.2052817853,3601.0,92.63098833543756,56.4,0.547722557505166,58.2,0.44721359549995915,8.414370893766892,2.82600096751465,1.0320175438596493,0.01509036792212512,8,0.20593147455661714,0.24721710052260054,0.7894155787015256,1.2279190749445708,0.04270944741532977,0.017040998217468805,-0.1902409834421166,0.06911235000081786,0.22558278235128376,0.27492429620108866,0.8464944598412899,1.297097614378068,0.08241153982041263,0.01909490371696321,-0.21445347224384054,0.08799068172977934,0.386254,0.541552,0.927806,0.0010072050150095324,True,0.7346790000000001,0.2777794142161829,0.24333796570740676,0.2605586899617948
2829.0,1181.0,2755.0010000000184,2500,6034,3006446.0,3534,57,58,11.369079420955778,1.0175438596491229,22.7,2749.6,71.12875649130945,1163.4,16.149303390549086,2681.8002000000038,70.2405623568083,2526.8,26.621419947102684,6132.8,115.64039086755122,2932503.0,73634.79288013249,3606.0,100.65038499677968,56.6,0.547722557505166,58.2,0.44721359549995915,8.400979377535403,2.8176952397338337,1.0283834586466165,0.01612967431249553,8,0.24944689966424582,0.3040089987825387,0.8549638333131967,1.2625083446613192,0.05215161014534055,0.026432031917925335,-0.03458926971674847,0.12101805952363354,0.23651145992275274,0.28969123088171767,0.8012560203051,1.176035170369448,0.05245278843603028,0.0209495368019129,-0.0588017585184724,0.08464399326040734,0.8959500000000001,0.625174,1.5211240000000001,0.006753741333481278,True,1.0731490000000001,0.2586242544895697,0.22990662464139658,0.24426543956548313
2768.0,1169.0,2704.0,2537,6097,2959649.0,3560,56,59,8.439230402584702,1.0535714285714286,22.9,2755.0,76.1872692777474,1161.2,15.238110119040368,2682.000400000007,70.41350012817945,2510.6,45.31335344023873,6162.0,103.16249318429648,2926459.4,68979.35167352627,3651.4,98.25375310897782,56.2,0.8366600265340762,58.2,0.44721359549995915,9.323677102474981,1.2731012456183879,1.035783777625883,0.018260579753382754,8,0.2584538972699382,0.3219270088201758,0.715894443722555,0.8647317429187118,0.018944519621109608,0.027277259454454812,0.20753561830049083,0.09005137854646567,0.25178381544711104,0.30981700535470613,0.7899079089256598,1.110315557907626,0.03053898899081057,0.033110940827995386,0.07609639337684664,0.07846880538917984,0.8242740000000001,0.7207420000000001,1.5450160000000002,0.008258440221415642,True,1.1328790000000002,0.2443699613245822,0.21569702698467544,0.23003349415462881
2651.0,1141.0,2585.0,2566,6306,2854752.0,3740,57,58,9.77433665972353,1.0175438596491229,23.1,2764.2,71.41918509756319,1166.2,15.959323293924468,2692.4004000000073,65.39763451609652,2509.4,45.57740668357509,6115.4,135.0492502755939,2933653.4,60812.66153770949,3606.0,127.0669115072841,56.2,0.8366600265340762,58.2,0.44721359549995915,9.264187098061237,1.3210750933906126,1.035783777625883,0.018260579753382754,8,0.26352830576262737,0.3272923384774032,0.7494890845849148,1.02038345664408,0.01895937277263008,0.026870990734141127,0.1902409834421166,0.08222864489588538,0.2677128267973332,0.3283520426915511,0.8132818881353545,1.0930209230492518,0.030659081438047207,0.050497234229102225,0.21791239921551536,0.08097977057841126,0.684904,0.7525980000000001,1.437502,0.009452104886036039,True,1.09505,0.23370114914375395,0.20620669083540646,0.2199539199895802
2821.0,1162.0,2731.0010000000184,2445,6183,2958315.0,3738,55,58,8.429878768024656,1.0545454545454545,23.3,2737.0,66.28348210527257,1158.0,16.95582495781318,2667.4004000000073,59.070407991652175,2521.8,50.544040202579694,6191.6,178.22401633898835,2916999.8,45323.77587646477,3669.8,158.1587809765868,56.2,0.8366600265340762,58.2,0.44721359549995915,7.762574380410655,2.262213621227684,1.035783777625883,0.018260579753382754,8,0.2815584999821267,0.34863958017081276,0.8397766043061062,1.176035170369448,0.019929994999642833,0.06793342381598685,0.20753561830049083,0.029933593979096784,0.27476529887609563,0.33559517603444905,0.8031961526959398,1.041137018474129,0.022591471516088712,0.05975940663838606,0.338974843224135,0.07491039776730694,0.6490659999999999,0.7645440000000001,1.41361,0.009281606114089291,True,1.089077,0.2238951709707023,0.1958375334980504,0.20986635223437633
2752.0,1178.0,2687.0,2499,5957,2889105.0,3458,56,58,8.30841023901752,1.0357142857142858,23.5,2734.2,64.92842212775534,1157.6,16.652327164693848,2663.6004000000075,56.69053624989194,2511.4,51.964410898229126,6202.6,172.53202601256376,2905086.0,38647.803488684935,3691.2,146.38886569681435,56.2,0.8366600265340762,58.0,0.0,7.599448582268153,2.2304058966819316,1.0322123490544544,0.015440400613971554,8,0.2855765313077281,0.3398922872068253,0.9062854747499995,1.1414459006526996,0.043309909651512976,0.103972465223003,0.5188390457512271,0.0816671759469749,0.27530012219555644,0.33526393132759963,0.8267506011598899,1.13452804670935,0.02338468164511067,0.06112716508223209,0.338974843224135,0.06961551063024214,0.7486160000000001,0.77649,1.525106,0.006933875494837816,True,1.150798,0.10155838870718656,0.191797203213707,0.14667779596044678
2693.0,1140.0,2630.0010000000184,2562,6415,2923178.0,3853,57,58,3.8610158327028614,1.0175438596491229,23.7,2762.2,48.08014143074036,1166.0,16.777961735562553,2689.8004000000074,38.700009047800314,2495.6,42.329658633161635,6112.0,217.69014676829082,2919589.4,26839.531167664005,3616.4,200.69703535428707,56.2,0.8366600265340762,58.2,0.44721359549995915,7.535195618078319,2.1554570667483355,1.035721120984279,0.013087872772214225,8,0.2847092600580577,0.34022466549702834,0.8045351561161234,1.0030888217857057,0.011813560535548077,0.07274289396434452,0.5707229503263498,0.09067119546811203,0.27934401488438154,0.33946953199012403,0.8368814551192134,1.1483637545960492,0.023531725315217168,0.06465834726935563,0.3424337701958099,0.06249076035443398,0.77649,0.712778,1.489268,0.006366827191125024,True,1.101023,0.11927161145553455,0.07432738058212465,0.0967994960188296
2754.0,1167.0,2685.0,2485,6152,2900080.0,3667,56,58,7.623601411872194,1.0357142857142858,23.9,2748.0,35.106979363083816,1166.4,16.682325976913447,2683.000400000007,32.06993140466065,2501.2,35.21647341798999,6093.2,214.05419874414983,2919707.6,27053.164404557287,3592.0,189.31059135716617,56.4,0.547722557505166,58.0,0.7071067811865481,6.658259729929094,2.5553137810139557,1.0283834586466165,0.009756144120544277,8,0.2611280138672423,0.32027078528592867,0.8336666860423053,1.3316868840948162,0.0229105702662194,0.03411605167368496,0.20753561830049083,0.0635769428611416,0.27574456760676347,0.33509901113341656,0.833392659479728,1.1379869736810249,0.028321280129662847,0.057126224796919714,0.3078445004790614,0.06492908218128338,0.585354,0.7087960000000001,1.2941500000000001,0.004150819553904325,True,1.001473,0.15266274369341068,0.07386631954145273,0.1132645316174317
2791.0,1183.0,2716.0,2487,5853,2927269.0,3366,57,59,9.45307183877436,1.0350877192982457,24.1,2763.0,50.07494383421706,1163.8,15.385057685949752,2697.4004000000073,47.00283076900131,2495.4,37.9512845632397,6149.2,205.98834918509348,2943818.6,42354.77644611057,3653.8,185.01810722196882,56.2,0.8366600265340762,58.0,0.7071067811865481,6.976636894229328,2.8896148900086205,1.0321496924128504,0.01533391512635034,8,0.283747769206753,0.348320341790025,0.8001433543815321,1.0895619960775769,0.01969459112316255,0.04452690166975881,0.20753561830049083,0.0466048935168446,0.2669033735730008,0.3266740692324508,0.8132473958387918,1.1241512657943253,0.02651750023828518,0.04327548308902689,0.22828918013053992,0.04540749715442972,0.5415520000000001,0.688886,1.2304380000000001,0.004536176854453816,True,0.959662,0.15106811274388782,0.07117296536326134,0.11112053905357458
2750.0,1164.0,2697.0010000000184,2473,6089,2958906.0,3616,56,57,4.045199327278535,1.0178571428571428,24.3,2788.4,35.89289623309871,1169.2,7.823042886243301,2720.8004000000074,31.689133789045474,2492.4,31.39745212592889,6137.4,187.846479871197,2973170.8,67727.89501896547,3645.0,173.8864572069946,56.0,0.7071067811865488,58.0,0.7071067811865481,7.094142828722132,2.739279563108581,1.0357837776258827,0.012979396272681696,8,0.26356126359403637,0.3267869758872753,0.8223326261086793,1.1241512657943253,0.043877769071871214,0.030272811453807252,0.03458926971674847,0.04212520311334378,0.2553404060702801,0.3134143503611197,0.8220676540912667,1.1587405355110738,0.03372697299310145,0.0348651214946127,0.07609639337684664,0.031188495268761808,0.649066,0.7087960000000001,1.3578620000000001,0.006585400703359501,True,1.0333290000000002,0.15017233061786048,0.0778774664559653,0.11402489853691289
2827.0,1165.0,2759.0,2470,6237,3009660.0,3767,55,58,9.900296060518691,1.0545454545454545,24.5,2789.6,34.529697363284114,1171.2,8.378544026261473,2722.200600000011,29.810815156578997,2486.0,36.180105030251035,6103.6,199.41113308940407,2967828.0,75538.52751080082,3617.6,180.23124035527238,55.6,1.1401754250991392,58.0,0.7071067811865481,7.077900099080537,2.73559354156261,1.0434557352978406,0.021480841526673625,8,0.24137056113891464,0.29776757770199647,0.8055591565453186,1.0722673612192026,0.03429101019462465,0.03471875668353889,0.12106244400861965,-0.015940749187293435,0.24927426199009878,0.3063314421728339,0.853466856106427,1.1587405355110738,0.03980805789954548,0.0468975678568848,-0.041507123660098164,0.024134923739622005,0.42607400000000006,0.9556800000000001,1.3817540000000001,0.0034005700874233658,True,1.168717,0.15595101169277484,0.08586392762039248,0.12090746965658367
2820.0,1167.0,2747.0010000000184,2547,6356,3069939.0,3809,56,58,4.448545505166886,1.0357142857142858,24.7,2778.6,41.938049549305326,1162.8,13.2363136862195,2711.600600000011,40.184581624050956,2486.4,36.20497203423856,6191.6,152.81622950459152,2957981.6,84789.3121053592,3705.2,125.5057767594782,55.6,1.1401754250991392,57.6,0.5477225575051672,5.641245240069667,3.0450948905076336,1.0364381914381915,0.029231206954949133,8,0.226894422544454,0.27392607114037315,0.848636447378498,1.176035170369448,0.04786092430962942,0.030691085992273572,-0.1902409834421166,0.019576186039772486,0.23551430344395996,0.2900258495450563,0.8946584952478241,1.221001221001221,0.04964929278772533,0.05571571778438039,-0.15911064069704298,0.013204049552748242,0.20308199999999998,1.1308880000000001,1.33397,0.000841076860194967,True,1.2324290000000002,0.15781805075972774,0.08019733980126771,0.11900769528049773
2760.0,1177.0,2692.0010000000184,2453,5983,2873366.0,3530,54,58,7.542387763664212,1.0740740740740742,24.9,2788.6,39.29122039336511,1166.6,16.08726204175223,2717.400600000011,39.63970736900211,2473.2,51.22694603428934,6146.2,212.84665841868403,2944340.0,89934.24243579313,3673.0,167.67975429371305,55.0,1.5811388300841904,57.8,0.44721359549995915,6.415198892512004,3.029762410431544,1.0517346873950648,0.036246586964845236,8,0.23079729346633585,0.2848562443444996,0.9906626961181076,1.3316868840948162,0.053315994798439535,0.09427828348504551,-0.3804819668842332,0.028309085215442592,0.22200426601576453,0.27255012238351,0.9442689889113721,1.3541699094107025,0.05952726459114947,0.06770594134766633,-0.22828918013053992,0.011049628190290206,0.14335199999999992,1.2304380000000001,1.37379,0.0011697556596916153,True,1.302114,0.1556938391125352,0.08087391113084615,0.11828387512169067
2736.0,1141.0,2663.0,2489,6293,2878037.0,3804,57,57,2.269797543720011,1.0,25.1,2780.2,33.01817681217407,1164.2,17.239489551608028,2707.0010000000184,32.101744508677484,2475.4,51.291324802543286,6142.8,211.16273345455622,2928132.6,82188.19024835632,3667.4,164.1867838773876,55.0,1.5811388300841904,57.8,0.44721359549995915,5.36591272737386,2.35421047042032,1.0517346873950646,0.036246586964845236,8,0.21494797647605893,0.2667923786511369,1.0061015500885173,1.4008654235283131,0.06890076556406183,0.08861765130723674,-0.3804819668842332,-0.008049477417524209,0.21547289200319422,0.2648440611302944,1.014702910929277,1.5617055277111935,0.07676281710164949,0.08194431259066448,-0.27325523076231295,0.021973486696233113,0.48978600000000005,0.9556800000000001,1.4454660000000001,0.005737507989370769,True,1.2005730000000001,0.15601570056888503,0.08205766302302303,0.11903668179595403
2800.0,1183.0,2726.0010000000184,2407,5862,2890698.0,3455,53,58,7.914967589490216,1.0943396226415094,25.3,2787.8,46.20822437618636,1169.8,22.208106627986158,2714.2008000000146,44.829539376395275,2453.2,33.484324690816045,6053.8,191.72297723538506,2901298.0,29018.655180762904,3600.6,160.0665486602369,55.0,1.5811388300841904,57.6,0.5477225575051672,5.702333562292471,2.310118657735734,1.0481632588236363,0.03899525455136063,8,0.19601107645305918,0.23940834007954392,1.0703850944264188,1.7899947078417333,0.09326762808899196,0.09022392927023698,-0.31130342745073625,0.031353096301053596,0.21127084321703665,0.2625987548685222,1.0180830472871887,1.599753724399617,0.07066454217539195,0.08466956930214545,-0.2559605959039387,0.019021201048003478,0.6052640000000001,0.9238240000000001,1.5290880000000002,0.0054935109544264615,True,1.2264560000000002,0.15001963102207655,0.06965655133582198,0.10983809117894927
2785.0,1153.0,2707.002000000037,2481,6220,2928623.0,3739,55,58,4.653865234827974,1.0545454545454545,25.5,2777.2,58.59778152797235,1164.4,23.276597689525055,2703.000600000011,57.08340827946674,2466.4,44.56231591827327,6102.2,199.7591049239057,2895164.2,38190.61553182956,3635.8,160.01156208224447,55.2,1.4832396974191335,57.6,0.5477225575051672,5.792951443608542,2.4071893876422408,1.0442575349179122,0.03665926959601142,8,0.20871369107606316,0.25923727143591857,1.1577287666348424,2.109945452721657,0.12046877274712477,0.10591061289852963,-0.10376780915024542,0.0386785433424211,0.20479229329067597,0.2571461014472388,0.9974788631428693,1.6308840671446905,0.06174831822823358,0.085746611108752,-0.16256956766871783,0.013429036124980665,0.7804719999999999,0.7844540000000001,1.564926,0.00853148724441237,True,1.17469,0.16097151327859224,0.06936622803641554,0.11516887065750389
2858.0,1195.0,2783.0,2436,5911,2935766.0,3475,56,57,6.130649679759942,1.0178571428571428,25.7,2767.6,69.8806124758504,1162.4,26.05379051117137,2694.400800000015,66.99471024416664,2472.6,50.282203611218094,6129.8,238.4904610251738,2887764.0,45268.08675546184,3657.2,192.07342346092548,55.2,1.4832396974191335,57.8,0.44721359549995915,6.225022362172427,1.7094900663366528,1.0477663068477368,0.031894128912429494,8,0.20588417861366629,0.26269953983151206,0.8655371291680563,1.3662761538115646,0.017369549678341673,0.04431736954967834,-0.10376780915024542,0.004814757798624308,0.19961546483227546,0.2516550502895909,0.9914800377287845,1.662014409889764,0.05435440117286818,0.08627780126722154,-0.1383570788669939,0.01372412011528017,0.7247240000000001,0.832238,1.5569620000000002,0.009843102065432777,True,1.1946,0.1765186388096169,0.06978886830433635,0.12315375355697664
2707.0,1150.0,2636.0,2519,6225,2842697.0,3706,55,58,7.995477170244571,1.0545454545454545,25.9,2770.0,71.45977889694298,1159.8,24.05618423607543,2696.000600000011,68.02553197733563,2471.4,52.271407097953634,6175.2,191.8025025905552,2879492.4,48276.540113185605,3703.8,155.54324157609682,55.6,0.8944271909999165,57.6,0.5477225575051672,5.723214665241842,1.4357375471337552,1.036171109592162,0.01842312398519001,8,0.19840454383453215,0.2575929772380827,0.8876417753965115,1.4873385978201843,0.00873487506264767,0.09966349251807832,0.08647317429187118,0.000348260600328526,0.19521339819733297,0.2451889735505311,0.954398117899917,1.5961127486399591,0.06147472971066812,0.07631160442713196,-0.15242034773867189,0.014109855997493221,0.601282,0.8362200000000001,1.437502,0.00758289548780211,True,1.1368610000000001,0.15548260310144021,0.06984461434355552,0.11266360872249787
2688.0,1131.0,2620.0010000000184,2520,6431,2841036.0,3911,57,58,4.430152136539435,1.0175438596491229,26.1,2758.4,73.10471940989841,1160.4,23.88095475478324,2686.0002000000036,69.65965116334851,2477.8,55.59406443137609,6182.6,194.65559329235808,2867765.8,39722.19566187168,3704.8,155.84190707252017,55.8,0.8366600265340762,57.6,0.5477225575051672,6.636476302849563,1.9468145437849764,1.0324048758259283,0.015405482312945862,8,0.1890638341840565,0.23933712286289713,0.9761074230180936,1.5565171372536812,0.031931180287234816,0.09127360209958446,-0.25941952287561354,-0.006574057466026684,0.18643693044325418,0.2286584800412379,0.8758716645148061,1.422620253692268,0.07386022071386159,0.055701032894078885,-0.27721479190094067,0.013664086993115521,0.7008320000000001,0.7287060000000001,1.4295380000000002,0.008746864755935682,True,1.0791220000000001,0.09502041455603098,0.07254158455947872,0.08378099955775485
2812.0,1170.0,2734.0,2401,6089,2849340.0,3688,55,57,5.405929104837285,1.0363636363636364,26.3,2736.4,47.81526952763082,1155.8,16.679328523654828,2665.8002000000038,44.656210096688504,2479.2,54.35255283793017,6181.6,196.40468426185745,2842480.4,21819.244975480076,3702.4,160.29441662141576,55.6,0.8944271909999165,57.6,0.5477225575051672,6.807561117142393,1.9287531728066252,1.036106174527227,0.013084845540362698,8,0.17400074327834675,0.20707795638424503,0.8849754952820806,1.4604864015927084,0.12886927077799168,0.04039294506978905,-0.3816197718091262,0.03328177571211885,0.17940795214664593,0.2129421676061926,0.8607971192813171,1.3943116671609292,0.10339853220162962,0.047455819228571686,-0.3913593819662107,0.023698669082721613,0.7326880000000001,0.77649,1.5091780000000001,0.006278247198213641,True,1.1428340000000001,0.09615445063022296,0.07252171069686651,0.08433808066354473
